,label,title,description,generated_description
2963,2,Ronaldo a doubt for Real,"Madrid, Spain (Sports Network) - Star striker Ronaldo could miss Real Madrid #39;s La Liga contest Sunday against Deportivo La Coruna due to injury.","Real Madrid have a chance to win the Champions League, but Ronaldo is a doubt for the Champions League."
2964,1,US welcomes Sudan #39;s acceptance of expanded AU mission in Darfur,The United States welcomed on Friday Sudanese official #39;s announcement to accept a larger AfricanUnion (AU) mission in the western region of Darfur and urged the speedy deployment of AU troops.,"The United States welcomed Sudan #39;s acceptance of an expanded AU mission in Darfur, saying it was happy to see the United States accept the request."
2965,4,Nation's cybersecurity chief abruptly quits DHS post,"Amit Yoran, the government's cybersecurity chief, abruptly resigned yesterday after a year at the Department of Homeland Security, a move that raised questions about the Bush administration's ability to quickly improve cybersecurity.","The chief of the Department of Homeland Security (DHS) abruptly quit his post on Monday, announcing he would be leaving the agency."
2966,1,Europe ; Serbia calls on UN to annul appointment of Kosovo PM,"He (Haradinaj) is a war crimes suspect, and Serbian authorities will face numerous difficulties ... with such a person, Kostunica said.","Serbia has called on the United Nations to annul the appointment of Prime Minister Serbo-Bosniac, a move that could have a negative impact on the country's future."
2967,3,Saks announces store closings,"BIRMINGHAM, Ala. They #39;re closing eight Saks Fifth Avenue stores and three Off Fifth outlet stores. Saks Incorporated says shutting down weaker stores will allow the company to focus on its more  quot;productive quot; locations and further strengthen its brand.","Saks has announced that it will close its stores in the US and Canada, a move that will help the retailer cut costs and increase profits."
2968,1,U.N. War Court Transfers First Case to Serbia, BELGRADE (Reuters) - The U.N. war crimes prosecutor sent  the first case to the Serbian judiciary Friday in a move that  could warm ties between the Hague-based court and Belgrade.,"The United Nations has transferred its first case to Serbia, a court in the United States said on Tuesday."
2969,4,Legal expert joins open-source screening firm,Open Source Initiative general counsel Larry Rosen is now an advisor to Black Duck Software.,A former law firm has hired a lawyer to help the company make its legal services more accessible to the public.
2970,3,Greenspan Worried Congress to Bar Options Expensing, WASHINGTON (Reuters) - Federal Reserve Chairman Alan  Greenspan on Friday said he was very worried Congress would try  to thwart efforts by the Financial Accounting Standards Board  to require expensing of stock options.,Greenspan said on Tuesday that he was concerned about the possibility of a federal court barring the sale of his stock options to the government.
2971,3,Arthritis Drug Vioxx Pulled Off Market,"Sept. 30, 2004 -- Long-term use of the painkiller Vioxx doubles a person #39;s risk of heart attack and stroke, a huge clinical trial shows.","Vioxx, the anti-arthritis drug that has been a majorstay of the market for years, has been pulled off the market by the FDA."
2972,2,"Cubs plate three runs in ninth inning, fall a run short","The Chicago Cubs need more than rally caps, good-luck charms or curse-busters now. Mike Hampton and Dewayne Wise each hit two-run homers to lead the Atlanta Braves to ","The Cubs threw three runs in the ninth inning, but fell short of the Cubs' first run in nine innings."
2973,1,Russias strange bedfellows,Ministers from the Commonwealth of Independent States (CIS) gathered in the Ukrainian capital Kiev on September 29 to formulate a common anti-terrorism strategy.,"The Russians have been a strange bedfellow to the United States, and they are now a part of the United States."
2974,3,Saks to close 11 stores,New York retailing group Saks said Friday it will close 11 stores and shed 700 jobs. The company said it will close down eight Saks Fifth Avenue stores and three Off 5th Avenue ,"Saks has announced it will close 11 stores in the US and Canada, a move that will see the retailer close 11 stores in the US and Canada."
2975,3,Saks announces store closings,Saks says shutting down weaker stores will allow the company to focus on its more  quot;productive quot; locations and further strengthen its brand.,"Saks has announced that it will close its stores in the US and Canada, a move that will help the retailer cut costs and increase profits."
2976,1,Bangkok animal trade talks open,The rules controlling the trade in many at-risk wildlife species may change at a Bangkok meeting starting on Saturday. The 166 member states of the Convention on International Trade in Endangered Species of ,"Bangkok, Thailand - Thailand #39;s trade minister has opened talks with the Thai government on a new trade agreement for animals."
2977,1,Israel Kills Two Militants During Massive Gaza Raid," GAZA (Reuters) - The Israeli army killed two militants  Saturday in an air strike in the northern Gaza Strip, bringing  the number of Palestinians Israel has killed in one of its  deadliest Gaza raids to 39.","Israeli forces killed two militants in a massive raid on Gaza City on Sunday, killing at least two Palestinians and wounding at least two others, the Israeli military said."
2978,3,MDs: Vioxx not the only drug to help arthritis,"The withdrawal of Vioxx may take a bite out of Merck  amp; Co. #39;s revenues, but it isn #39;ta setback for arthritis patients, doctors said Friday, because dozens of other drugs offer the same symptom relief.","The drug Vioxx is not the only drug that can help arthritis, but it may be the only one that can help."
2979,4,Gates: Microsoft to offer anti-spyware,"Company Chairman Bill Gates says ""this malware thing is so bad"" the software giant plans to offer its own tools.",Microsoft Corp. will offer a new anti-spyware product that will help protect users from spyware and other malware.
2980,2,Packers lose Flanagan for the season,"Green Bay Packers Pro Bowl center Mike Flanagan will undergo surgery on his left knee and miss the rest of the season. Coach Mike Sherman made the announcement after practice Friday, meaning for the second ","The Packers lost quarterback Mike Flanagan for the season on Sunday, but the Packers snatched the quarterback for the season."
2981,3,Ex-Pentagon Official Gets 9 Months for Conspiring to Favor Boeing,The former official was sentenced after acknowledging that she had favored the Boeing Company in Pentagon contracts while seeking a job at the company for herself.,SAN FRANCISCO (Reuters) - A former Boeing executive has been sentenced to nine months in prison for conspiring to favor Boeing Corp.
2982,4,Gates: US Need Not Fear Overseas Tech,"The United States has nothing to fear from rapidly growing technology markets in China and India, Bill Gates, chairman and chief software architect of Microsoft Corp.","The US government should not fear overseas tech companies, a report by the World Economic Forum said on Thursday."
2983,1,ACLU Seeks to Challenge Gay Adoption Ban (AP),AP - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gays.,"AP - The American Civil Liberties Union (ACLU) is seeking to challenge the ban on gay adoption, a move that would have prompted the ACLU to seek to impose a new law that would allow gays to adopt children."
2984,1,Five Blasts Reported in Spain After ETA Threats," MADRID (Reuters) - Five explosions were reported in  different parts of Spain Monday after the Basque separatist  group ETA threatened to set off a total of seven bombs, Spanish  media reported.",SAN FRANCISCO (Reuters) - Spanish police have reported five blasts in Spain after ETA officials threatened to kill at least five people and injure at least five others.
2985,3,China at G-7 Meeting for First Time,"China made its debut last night in the club of the world's leading economic powers, asinternational pressure mounts to change a decade-old currency peg that critics accuse of giving Chinese products an unfair competitive edge.",China will be the first country to attend the G-7 summit for the first time in more than a decade.
2986,3,Ex-Manager At Fannie to Skip Hearing,The former Fannie Mae employee who assisted federal regulators in an investigation of the company's accounting will not testify at a congressional hearing next week.,The former manager of Fannie Mae will skip the hearing to discuss the restructure of the company's financial services business.
2987,3,STOCKS  amp; BONDS Technology Issues Lead Rally as the 4th Quarter &lt;b&gt;...&lt;/b&gt;,tocks rose yesterday amid heavy trading on the first day of the fourth quarter as PeopleSoft and chip-related stocks sent the Nasdaq to its highest level in more than two months.,"STOCKS amp; BONDS, Calif. (Reuters) - Technology stocks rose sharply in the fourth quarter, as the company reported a strong fourth quarter, a record-setting fourth quarter."
2988,3,IMF urged to assist countries in prevention of financial crisis,Developing countries on Friday urged the International Monetary Fund (IMF to develop effective lending facilities to assist countries in the prevention of financial crisis.,The International Monetary Fund (IMF) has urged countries to help prevent the financial crisis by quot;helping quot; them to avoid a financial crisis.
2989,1,Lebanon and Syria have not complied with UN resolution: Annan,"UNITED NATIONS - Secretary-General Kofi Annan reported that Syria has not pulled its forces out of Lebanon as called for by the UN Security Council, and said he had requested a timetable from Damascus for its full implementation.",The UN Security Council has voted to ratify a resolution that would allow Lebanon and Syria to avoid a conflict over the Syrian civil war.
2990,1,One hurt in blast at Philippines Muslim regional government complex (AFP),"AFP - A powerful home-made bomb has exploded in a compound housing offices of an autonomous Muslim regional government in the southern Philippine city of Cotabato, wounding one person, police said.","AFP - One person was injured in a blast at a mosque in the Philippines' Muslim region of the Philippines, police said on Tuesday."
2991,2,Astros Beat Rockies to Keep Wild-Card Lead (AP),"AP - Jeff Bagwell hit a two-run homer and the Houston Astros overcame a sloppy start, remaining atop the NL wild-card standings with a 4-2 victory over the Colorado Rockies on Friday night.",AP - The Houston Astros beat the Rockies 3-2 on Tuesday to keep their wild-card lead in the AL East.
2992,2,"Baseball-Ichiro Breaks Hits Record, Adds Single","The Seattle Mariners #39; Ichiro Suzuki registered three singles to equal, break and then add to the Major League hits record with his 259th of the season in a game against the Texas Rangers Friday.",The Japanese baseball player who has been a major leaguer since the early 1990s has broken a record for hits and singles with a home run in the first two games of the season.
2993,1,France Opposes Immigrant Transit Camps in Africa,"France, Sweden and Belgium shot down a German proposal to set up European Union refugee processing centres in North Africa, arguing that the idea would do more harm than good.","France has voted to block the arrival of migrants in Africa, saying it will not allow them to travel to the country."
2994,2,Jeff Gordon Leads Contenders at Talladega,"TALLADEGA, Ala. - Joe Nemechek wasn #39;t surprised to be back at the front of the field, just that it took so long to get there. Nemechek, who earned the nickname  quot;Front Row Joe quot; when he won six poles from 1997-00, got No.",The defending champions of the World Series have been a surprise to the fans of the Talladega Nationals.
2995,2,Jeff Gordon leads contenders at Talladega,"Joe Nemechek wasn #39;t surprised to be back at the front of the field, just that it took so long to get there. Nemechek, who earned the nickname  quot;Front Row Joe quot; when he won six poles from 1997-00, got No.",The defending champions of the Talladega Open have been battling for the title.
2996,1,Ukraine opposition seeks legal changes,"KIEV -- Opposition leader Viktor Yushchenko yesterday pressed for the prime minister's removal from office, dismissal of electoral officials, and new legislation to guard against fraud in a new presidential runoff, warning that his supporters would continue to blockade government offices until outgoing President Leonid D. Kuchma meets those demands.","The opposition in Ukraine is seeking changes to its legal system, a move that could lead to a new government."
2997,1,"Pakistan Ups Security, Shi #39;ites Mourn Bomb Victims",Pakistan beefed up security Saturday as minority Shi #39;ite Muslims prepared to bury victims of a suicide bomb attack on a mosque in the eastern town of Sialkot that killed at least 30 people a day earlier.,"Pakistan #39;s security forces have increased security in the country #39;s largest city, and Shi #39;ites have mourned the death of three people who were killed in a bombing in the city of Karachi."
2998,2,Angels One Win From AL West Title (AP),"AP - The Anaheim Angels considered themselves a playoff team all along, even while they spent the summer playing catch up. Now they're one win away.","AP - The Angels won their first AL West title in four years, but the Angels were unable to win the title."
2999,1,Violent Protests Erupt Again in Haiti,"PORT-AU-PRINCE, Haiti Oct. 2, 2004 - Supporters of ousted President Jean-Bertrand Aristide took to the streets of Haiti #39;s capital for a second day, shooting wildly, smashing cars and blocking roads with burning tires.","SAN FRANCISCO (Reuters) - Violent protests in Haiti have erupted again, causing a rioting and a violent protest in the country's capital, the government said on Thursday."
3000,2,Sharapova advances to Korea Open final,Reigning Wimbledon champion Maria Sharapova has thrashed Anne Kremer of Luxembourg to advance to the final of the Korea Open in Seoul.,"The US Open champion, Maria Sharapova, will play in the final of the Korea Open on Sunday."
3001,3,Corporate Krueger haunts PeopleSoft,"A few weeks ago the then-CEO of PeopleSoft, Craig Conway, posed the following question to attendees at a technology conference:  quot;Have you ever had a bad dream that never ended?","The company that sparked the biggest corporate scandal in the world, PeopleSoft, has been haunted by a corporate scandal that has left the company with a slew of sluggish results."
3002,2,BC expects to need 'A' game,"It is not as though they need any more reminders. It is not as though they are not aware of the consequences. Boston College has Rutgers and Mississippi State and, to an extent, Pittsburgh as prime examples of what can happen to a Division 1-A team on any given day against a Division 1-AA opponent.",BC will need to win the 'A' game to avoid a rematch of the season.
3003,3,Auto sales surged in Sept.,"Auto sales soared 10 in September, led by a 25 surge at General Motors and increases for Chrysler and Toyota. GM had its biggest gain in two years after boosting rebates.","AUTOSPORTS - Auto sales surged in Sept., a record high for the month, fueled by a strong demand for new cars and trucks, according to a report released on Thursday."
3004,4,NASA puts off space shuttle flights until at least May,"WASHINGTON: The US space agency NASA has put off resumption of space shuttle flights from March until at least May, the agency has said.","NASA has put off the launch of its space shuttle program until at least May, a move that could help the space agency avoid a re-election bid."
3005,3,Perry OKs money for APS as more accusations arise,The state #39;s Adult Protective Services agency will get an emergency infusion of \$10 million to correct the kinds of problems that have arisen in El Paso.,"SAN FRANCISCO (Reuters) - Gov. Rick Perry has agreed to pay APS $1 billion in cash and other expenses, but he said he would not accept the money."
3006,1,Serial blasts rock NE: 19 killed,"GUWAHATI: A string of powerful bomb blasts rocked Nagaland and Assam on the birth anniversary of Mahatma Gandhi Saturday, killing at least 19 people and injuring more than 50.","NEW YORK (Reuters) - A series of blasts rocked the northeastern United States on Wednesday, killing 19 people and wounding more than a dozen others."
3007,2,"Mariners' Ichiro Breaks Hits Record, Adds Single"," SEATTLE (Reuters) - The Seattle Mariners' Ichiro Suzuki  registered three singles to tie, break and then add to the  Major League hits record with his 259th of the season in a game  against the Texas Rangers Friday.","The Mariners' Ichiro Nakamura hit a new record for the most hits in a season, adding a single to his career-high."
3008,3,G7 fails to reach debt deal,Hopes of a deal to write off completely the debts of some of the world #39;s poorest countries were dashed after the Group of Seven rich nations club failed to reach agreement.,"The G7 failed to reach a debt deal with the United States on Monday, despite a sluggish recovery from the crisis."
3009,2,"Tennis: Canas crushes Novak to reach Shanghai final, faces &lt;b&gt;...&lt;/b&gt;","SHANGHAI : Argentina #39;s Guillermo Canas dominated Jiri Novak of the Czech Republic to book his place in the final of the 380,000-dollar ATP Shanghai Open tennis tournament against unheralded German Lars Burgsmuller.","SAN FRANCISCO (Reuters) - Rafael Nadal beat Novak Djokovic 6-3, 6-4, 6-3 in the Shanghai final on Tuesday, but the Spaniard will face a tougher challenge from the Czech."
3010,3,Techs lead gains on Wall Street,"Shares surged on Wall Street on Friday night, pushing the Dow over 100 points higher, as tech stocks rallied and drug giant Merck staged a 1 per cent rebound following its 26 per cent fall on Thursday.",The tech industry is gaining momentum on Wall Street as investors look to the future.
3011,3,"Oil, Profit Reports to Weigh on Stocks"," NEW YORK (Reuters) - A new reporting period for company  earnings kicks into gear next week, giving investors a bit of  hard data to chew on, and markets could be volatile if the  price of crude oil stays north of \$50 a barrel.",Oil prices jumped a little last week as investors weighed on the stock market.
3012,4,Oceanic storms make the Earth  #39;hum #39;,"Did you know that the Earth is constantly humming ie it produces a low frequency noise which can be picked up in the 2 to 7 mHz (millihertz) range, a range far below the one human ears can detect and scientist have now found that it is the energy produced ",The Earth #39;s oceans are hummed by a series of storms that have swept through the oceans and pushed the Earth #39;s surface into a hum-hum-hum.
3013,1,Blair heads to country home for rest after heart op,"LONDON, Oct 2 (AFP) - British Prime Minister Tony Blair said Saturday that he felt in  quot;excellent quot; health as he set off for his official country residence to rest after a successful minor heart operation.","The British Prime Minister, who has been battling a heart attack for the past two weeks, is heading to his country home for rest."
3014,3,"IMF, World Bank look to keep global recovery strong (AFP)","AFP - Facing a global economy on the mend but threatened by surging oil prices and other factors, IMF and World Bank policymakers opened two days of meetings Saturday to discuss ways to keep the recovery on track.","AFP - The International Monetary Fund and the World Bank are working together to keep global economic growth strong, a report said on Thursday."
3015,2,Sete returns to top form in Qatar; Edwards joins party with runner &lt;b&gt;...&lt;/b&gt;,Sete Gibernau will go down in history as the first ever winner of the Grand Prix of Qatar after an incredible race today which he led from start ,"SAN FRANCISCO (Reuters) - Former world number one and former world number one David Sete returned to the top of the Qatari tennis rankings on Sunday, a day after a shaky start to the season."
3016,3,"US, Allies Far Apart on Iraq Debt Relief","WASHINGTON Oct. 2, 2004 - The United States and its major economic allies struggled Saturday to resolve deep differences over how best to relieve the heavy debt burden for Iraq and the world #39;s poorest countries.","The United States and its allies are far apart on Iraq #39;s debt relief efforts, but the two sides have agreed to a deal that would allow the Iraqi government to pay off its debts."
3017,3,Poor nations seek WTO textile aid,"With 40 years of textile quotas about to be abolished in a move to help developing nations, a group of the world #39;s poorest countries are asking for a different approach: special trade deals to protect them from a free-for-all.","SAN FRANCISCO (Reuters) - Poor nations are seeking aid from the World Trade Organization to help them develop textiles, a report said on Thursday."
3018,2,Arsenal's Unbeaten Streak Reaches 48 Games (AP),"AP - Arsenal extended its unbeaten streak in the Premier League to 48 games Saturday, getting two goals from Thierry Henry in a 4-0 victory over Charlton and bouncing back from a Champions League tie.","AP - Arsenal's unbeaten streak reached 48 games, the most in the Premiership since the 1990s, with a 2-1 win over Chelsea at the Emirates Stadium."
3019,1,"22 killed, 100 injured in Nagaland twin blasts :","India News  gt; Guwahati, Oct 2 : At least 22 people, including women and children, were killed and over 100 injured when two simultaneous landmine blasts ripped through the busy railway station here and a crowded market place of this commercial town of ","SAN FRANCISCO (Reuters) - Two blasts in Nagaland killed 22 people and injured 100, the government said on Thursday."
3020,3,"Update 4: Belo to Cut 250 Jobs, Mostly in Dallas","Media owner Belo Corp. said Wednesday that it would cut 250 jobs, more than half of them at its flagship newspaper, The Dallas Morning News, and that an internal investigation into circulation overstatements ","The company said it will cut 250 jobs, mostly in Dallas, a move that could help the company avoid a recession."
3021,1,New appointments hint Musharraf to remain COAS after Dec 31,ISLAMABAD: Military analysts have said that after the appointment of new Chairman Joint Chiefs of Staff Committee and Vice Chief of Army Staff it is clear that President General Pervez Musharraf will retain his cap of Chief of Army Staff beyond December 31 ,"NEW YORK (Reuters) - Former President Musharraf has been appointed to the top job in the Iraqi army, a move that could mean he will remain in the army after Dec 31."
3022,2,Report: Bowa on His Way Out of Philly, PHILADELPHIA (Sports Network) - Larry Bowa will reportedly  be fired as manager of the Philadelphia Phillies at the end of  the season.,"The Phillies #39; slugger, Joe Bowa, is on his way out of the Philly bullpen."
3023,3,China vows currency shift but mum on date,"Washington, Oct. 2: In the face of growing international pressure, Chinese officials told top US officials on Friday that they would continue to push ahead with plans to float or revalue their currency, but ",China has promised to shift its currency but is mum on a date for a change in the currency.
3024,2,"No. 20 Wisconsin 24, Illinois 7",Tailback Anthony Davis #39; return from an eye injury sparked No. 20 Wisconsin #39;s stagnant offense and the Badgers #39; defense was as stout as ever in a 24-7 victory over Illinois on Saturday.,"Wisconsin #39;s No. 20 seed, a former No. 1 in the national championship race, won his first game of the season on Saturday night, beating Illinois 7-7."
3025,3,Putin the power broker,"Last Wednesday, at the stroke of noon, one of the most lucrative prizes in Russia #39;s oil industry went under the hammer. Russia #39;s Federal Property Fund, which controls sales of state assets, auctioned a 7.6 ","Putin is the power broker, the Russian president said on Tuesday."
3026,2,Phillies relieve Bowa of his duties,The Phillies ended months of speculation when they announced the dismissal of manager Larry Bowa before Saturday #39;s game against the Marlins at Citizens Bank Park.,The Phillies have relieved veteran pitcher John Bowa of his duties after a two-game suspension.
3027,4,"The C.E.O. Vanishes, and Other Mysteries","Why did PeopleSoft, in the midst of a takeover fight with Oracle, fire its chief executive and president? Who knows? And that's a problem.","The C.E.O. vanished on Friday, and other mysteries abound."
3028,2,New York Yankees Team Report - October 1,(Sports Network) - Orlando Hernandez tries to rebound from his first loss of the season this evening when the New York Yankees open a three-game set with the Toronto Blue Jays at SkyDome.,New York Yankees - The New York Yankees have been a big part of the New York Yankees' offense for the past two seasons.
3029,2,Angels Rally Past A's to Clinch AL West Crown (Reuters),Reuters - Garret Anderson capped a three-run\eighth inning rally with a run-scoring single as the Anaheim\Angels edged the Oakland Athletics 5-4 Saturday to capture\their first AL West pennant in 18 years.,"Reuters - The Los Angeles Angels rallied past the Arizona Diamondbacks to win the AL West title, clinching the first time in four years that they have won the AL West."
3030,2,Rapids Clinch MLS Playoff Berth (AP),AP - Dwyane DeRosario's goal in the 82nd minute lifted the San Jose Earthquakes to a 1-1 tie with the Colorado Rapids on Saturday night.,"AP - The Rapids have clinched a 2-0 win over the Los Angeles Dodgers in the MLS Playoffs, clinching a 2-0 victory over the Los Angeles Dodgers on Saturday."
3031,2,A's Bullpen Blows Up and Angels Take Title,Anaheim scored three runs in the eighth inning off Oakland relievers to rally for a victory and clinch the American League West title.,"The Angels took the title on Saturday night, beating the San Francisco Giants 3-2 in the AL Central."
3032,2,Louisiana Tech Bulldogs,"RUSTON, Louisiana (Ticker) -- No. 17 Fresno State could not overcome a dominant performance by Ryan Moats or a poor one by Paul Pinegar.",The Louisiana Tech Bulldogs are a team that has been a part of the national championship race for the past two years.
3033,1,Ransom may buy life of Iraq hostage,The brother of Iraq hostage Ken Bigley was investigating whether it might be possible to buy his sibling #39;s life. Paul Bigley was looking into reports in a Kuwaiti newspaper that a new Iraqi militant group ,"SAN FRANCISCO (Reuters) - A ransom could buy the life of a hostage held hostage in Iraq, a US official said on Thursday."
3034,4,Security Beyond Antivirus Programs,"Comprehensive security programs that include firewall software, spyware defenses and diagnostic and repair tools are necessay to keep a PC in good health these days. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Security Beyond Antivirus Programs (AIP) is a new security tool that helps users protect their computers from viruses and malware.
3035,3,Lucent's history a case study in wild rides,"If you've ever wondered what ignited America's late-1990s obsession with telecom and tech stocks, you could well argue it all started with Lucent Technologies .",The history of Lucent is a case study in the history of wild rides.
3036,2,Finley #39;s slam wins wild West for LA,"LOS ANGELES - Steve Finley immediately raised his arms over his head, as if to show there really might be a Great Dodger in the Sky looking after him and the Los Angeles franchise after a nine-year title drought.","LA - The first time the Los Angeles Dodgers have won a wild West title, the Los Angeles Dodgers have won the West."
3037,2,Angels Rally Past A's to Clinch AL West Crown, OAKLAND (Reuters) - Garret Anderson capped a three-run  eighth inning rally with a run-scoring single as the Anaheim  Angels edged the Oakland Athletics 5-4 Saturday to capture  their first AL West pennant in 18 years.,"The Angels rallied past the A's to win the AL West title, clinching their first victory of the season."
3038,4,Open Source Group Blasts Gartner For Linking Linux To Windows &lt;b&gt;...&lt;/b&gt;,"An Australian open-source industry group on Friday took exception to a Gartner report that pre-loading PCs with Linux is often a precursor to adding a pirated copy of Windows, calling the research  quot;farcical.","SAN FRANCISCO (Reuters) - The Open Source Group has blasted Gartner Inc. for linking Linux to Windows, a company that says it is a ""stupid"" company."
3039,1,Turkey to Get Green Light for EU Entry Talks -Paper,"The European Commission #39;s report on Turkey next week will recommend that the European Union open accession negotiations with Ankara, the German daily Bild said Sunday, quoting sources at the EU executive.","Turkey will be allowed to enter the European Union on Thursday, a Turkish official said."
3040,1,King's Widow Turns Focus on Voting Rights (AP),"AP - The widow of Martin Luther King Jr. said the right to vote should be open to everyone in a democracy, including those who have been convicted of crimes.","AP - The widow of King's son, Elizabeth, turned her attention to the issue of voting rights after a court ruling that she was not allowed to vote."
3041,1,Eta suspects arrested in France,"French security forces have arrested 20 people suspected of being members of the outlawed Basque separatist group, Eta. Most were Spaniards living in the Basque region of south-western France.","FRANCE (Reuters) - Two Eta suspects have been arrested in France, police said on Thursday."
3042,1,New Bomb Blast Wounds 15 in India,"Suspected separatists bombed a power line, a gas pipeline, a tea plantation and a crowded marketplace in northeastern India on Sunday, intensifying a campaign of violence ",NEW DELHI: A new bomb blast in India has killed 15 people and injured more than a dozen.
3043,2,"Ichiro with 260 hits, Writes First New Chapter in 84 Years","Japans  quot;Baseball talent quot; Suzuki Ichiro (31,Seattle Mariners) has leapfrogged 84 years of outdated records of most hits in a season and stepped into the 260-hit peak.","SAN FRANCISCO (Reuters) - Japan #39;s Ichiro Ichiro, who has 260 hits, is writing his first new chapter in 84 years."
3044,1,Brown calls for Labour unity,Chancellor Gordon Brown has sought to quell speculation over who should run the Labour Party and turned the attack on the opposition Conservatives.,"The Labour leader, who has been a key figure in the Labour Party for the past two years, has called for unity in the Labour Party."
3045,3,In The News: Instant Recall,Oct. 11 issue - Last week Merck pulled its blockbuster arthritis-and-pain-relief drug Vioxx from the market. This week the 1.27 million Americans who were taking it are wondering what to do.,"The Associated Press reported on Thursday that the company had recalled a number of employees from the company's payroll system, citing a lack of information about the company's financial situation."
3046,2,ESPN.com news services,HOUSTON -- The Houston Astros enter today #39;s contest against the Colorado Rockies knowing that a victory will earn them an improbable playoff berth.,"ESPN.com is a news service that provides news services to the sports industry, including ESPN.com."
3047,2,Ft: Birmingham 2 Newcastle 2,Newcastle almost regained the lead when Bellamy headed a corner from Robert back across goal but Elliotts close range effort was somehow kept out by a pack of Blues bodies guarding the goal-line.,Birmingham City beat Newcastle United 2-0 on Saturday to move into the Champions League quarter-finals.
3048,1,Bus ambush kills 17 workers near Tikrit,"Gunmen ambushed a bus carrying unarmed Iraqis to work at a US ammunition dump near Tikrit yesterday, killing 17 and raising the toll from three days of intensified and bloody terrorist ","A bus ambush on Wednesday killed 17 workers in Tikrit, a city in northern India, police said."
3049,2,Flu sidelines Clemens on Sunday,Roger Clemens was scratched from his start on Sunday after spending most of the overnight hours battling a stomach virus. Clemens #39; blood pressure was slightly elevated ,"The flu has ruled out the return of Clemens to the U.S. Open on Sunday, but the team is expected to be able to play in the final two games of the season."
3050,2,"Final Score: NY Giants 14, Green Bay 7","Green Bay, WI (Sports Network) - Kurt Warner threw a four-yard touchdown pass to Jeremy Shockey early in the fourth quarter to lift the New York Giants over the Green Bay Packers, 14-7, at Lambeau Field.",The New York Giants beat Green Bay 7-7 on Sunday night in the final of the NL East playoffs.
3051,3,Oil Price Spike Had Chilling Effect -Fed,"The recent spike in oil prices has had some negative impact on the US economy, but the futures markets suggest that this will be a temporary phenomenon, a top Fed official said on Sunday.",SAN FRANCISCO (Reuters) - Oil prices sank on Thursday after a sharp rise in the dollar and a sluggish economy pushed up inflation.
3052,3,Ahold to Sell Spain Operations to Permira (AP),"AP - The Dutch supermarket retailer Ahold, seeking to streamline global operations and reduce debt, said Sunday it will sell its holdings in Spain to Permira Funds for about  #36;849 million.","AP - Ahold Holdings Inc. said it would sell its Spanish operations to Permira Group Inc., the world #39;s largest oil company, on Thursday, a day after the company announced plans to sell its Spanish operations to the Spanish government."
3053,2,Streaking Patriots still stinging from last game at Buffalo,"Anytime someone tells Bill Belichick how great his team is, the New England Patriots coach needs only to slip in a tape of last year #39;s season opener to stay grounded.","The Patriots are still stinging from their last game against Buffalo, but the Patriots are still stinging from the loss to the Buffalo Bills."
3054,1,Gunfire Erupts in Pro-Aristide Haiti Slum,"PORT-AU-PRINCE, Haiti Oct. 3, 2004 - Gunfire erupted in a slum teeming with loyalists of ousted President Jean-Bertrand Aristide on Sunday, sending people scattering through trash-strewn streets following ","SAN FRANCISCO (Reuters) - Gunfire erupted in a slum in the pro-Aristide Haitian slum of the capital on Tuesday, killing at least two people and wounding at least three others."
3055,3,A Painful Mistake,"In a world in which the fortune OF a pharmaceutical company can rise and fall on the strength of a handful of blockbuster drugs, Vioxx was a giant.","The saga of the infamous ""Secrets of the World"" is a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of a saga of saga of saga of saga of saga of saga of saga of saga of"
3056,4,Trash Begins to Clutter Space Station (AP),"AP - There's no space in the space station. With no garbage pickup by shuttles for nearly two years, the international space station is looking more and more like a cluttered attic.","AP - The trash that shattered the space station's reusable containers began to be thrown away on Monday, a NASA official said."
3057,4,Mobile phone network reaches last of China's ethnic minorities (AFP),"AFP - China has brought its mobile phone network to the last of its ethnic minority regions previously cut off from communication with the outside world, state media reported.","AFP - China's mobile phone network has reached the last of its ethnic minorities, a government official said on Thursday."
3058,1,Liberals enter political minefield of minority government starting Monday (Canadian Press),Canadian Press - OTTAWA (CP) - A chastened Liberal government will find itself relying on support from the very opponents it steamrollered for over a decade when Prime Minister Paul Martin begins steering his party through the first minority Parliament in a quarter-century.,"Canadian Press - Liberals will enter the political minefield of minority government starting Monday, with the Liberals battling a slew of opposition parties."
3059,4,"BlackBerry, Beloved Gadget, Continues to Thrive","BOUT a year ago, PalmOne was poised to challenge the dominance of the BlackBerry, the wireless e-mail device made by Research in Motion that has become the gadget of choice among celebrities and politicians.","BlackBerry #39;s newest gadget, the BlackBerry X, continues to eke out a strong year for the company."
3060,4,"You have mail, always, with a BlackBerry",Washington lawyer William Wilhelm knows from experience that not everybody loves his BlackBerry as much as he does. The girlfriend was fed up with a relationship ,BlackBerry #39;s BlackBerry XP is the first BlackBerry to offer a mobile phone with a mobile phone.
